Dbid,Status,Name,Type,Layer,GUID,SETS
2893,N/A,Quadro estrutural,Category,Marquise-EST,,
2894,N/A,EST_Viga_ConcretoRetangular,Family,Marquise-EST,,
2895,N/A,45x48cm,Type,Marquise-EST,,
2896,N/A,45x48cm,8mm Extremidade superior,Marquise-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0decf,1SS - ESTRUTURA - BLOCO 1
2897,N/A,@Concreto,Solid,Marquise-EST,,
2898,N/A,45x48cm,8mm Extremidade superior,Marquise-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dec9,1SS - ESTRUTURA - BLOCO 1
2899,N/A,@Concreto,Solid,Marquise-EST,,
2900,N/A,45x48cm,8mm Extremidade superior,Marquise-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0decb,1SS - ESTRUTURA - BLOCO 2
2901,N/A,@Concreto,Solid,Marquise-EST,,
2902,N/A,45x48cm,8mm Extremidade superior,Marquise-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dec5,1SS - ESTRUTURA - BLOCO 3
2903,N/A,@Concreto,Solid,Marquise-EST,,
2904,N/A,45x48cm,8mm Extremidade superior,Marquise-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dec7,1SS - ESTRUTURA - BLOCO 4
2905,N/A,@Concreto,Solid,Marquise-EST,,
2906,N/A,45x48cm,8mm Extremidade superior,Marquise-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dec1,1SS - ESTRUTURA - BLOCO 4
2907,N/A,@Concreto,Solid,Marquise-EST,,
2908,N/A,45x48cm,8mm Extremidade superior,Marquise-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dec3,1SS - ESTRUTURA - BLOCO 1
2909,N/A,@Concreto,Solid,Marquise-EST,,
2910,N/A,45x48cm,8mm Extremidade superior,Marquise-EST,516f5d4f-abdd-4ba3-b4ee-75a2411878b1,1SS - ESTRUTURA - BLOCO 2
2911,N/A,@Concreto,Solid,Marquise-EST,,
2912,N/A,45x48cm,8mm Extremidade superior,Marquise-EST,9fec40b5-5038-482b-84d2-0c156b075744,1SS - ESTRUTURA - BLOCO 1
2913,N/A,@Concreto,Solid,Marquise-EST,,
2914,N/A,45x48cm,8mm Extremidade superior,Marquise-EST,9fec40b5-5038-482b-84d2-0c156b0757ea,1SS - ESTRUTURA - BLOCO 1
2915,N/A,@Concreto,Solid,Marquise-EST,,
2916,N/A,45x48cm,8mm Extremidade superior,Marquise-EST,9fec40b5-5038-482b-84d2-0c156b0745eb,1SS - ESTRUTURA - BLOCO 4
2917,N/A,@Concreto,Solid,Marquise-EST,,
2918,N/A,45x48cm,8mm Extremidade superior,Marquise-EST,ac819a6e-43b0-42cc-bf5a-a850af4334f7,1SS - ESTRUTURA - BLOCO 2
2919,N/A,@Concreto,Solid,Marquise-EST,,
2920,N/A,45x48cm,8mm Extremidade superior,Marquise-EST,ac819a6e-43b0-42cc-bf5a-a850af43321c,1SS - ESTRUTURA - BLOCO 3
2921,N/A,@Concreto,Solid,Marquise-EST,,
2922,N/A,45x48cm,8mm Extremidade superior,Marquise-EST,ac819a6e-43b0-42cc-bf5a-a850af433394,1SS - ESTRUTURA - BLOCO 4
2923,N/A,@Concreto,Solid,Marquise-EST,,
2924,N/A,19x134cm,Type,Marquise-EST,,
2925,N/A,19x134cm,8mm Extremidade superior,Marquise-EST,65302fc8-5550-4432-a05e-a8d3c06ad289,1SS - ESTRUTURA - BLOCO 4
2926,N/A,@Concreto,Solid,Marquise-EST,,
2927,N/A,19x134cm,8mm Extremidade superior,Marquise-EST,65302fc8-5550-4432-a05e-a8d3c06ad2bb,1SS - ESTRUTURA - BLOCO 4
2928,N/A,@Concreto,Solid,Marquise-EST,,
2929,N/A,19x134cm,8mm Extremidade superior,Marquise-EST,65302fc8-5550-4432-a05e-a8d3c06ad2ab,1SS - ESTRUTURA - BLOCO 4
2930,N/A,@Concreto,Solid,Marquise-EST,,
2931,N/A,19x134cm,8mm Extremidade superior,Marquise-EST,65302fc8-5550-4432-a05e-a8d3c06ad223,1SS - ESTRUTURA - BLOCO 1
2932,N/A,@Concreto,Solid,Marquise-EST,,
2933,N/A,19x134cm,8mm Extremidade superior,Marquise-EST,b9f159a7-a431-4a2e-a099-e115ecb8763f,1SS - ESTRUTURA - BLOCO 1
2934,N/A,@Concreto,Solid,Marquise-EST,,
2935,N/A,19x134cm,8mm Extremidade superior,Marquise-EST,516f5d4f-abdd-4ba3-b4ee-75a2411879fe,1SS - ESTRUTURA - BLOCO 2
2936,N/A,@Concreto,Solid,Marquise-EST,,
2937,N/A,19x134cm,8mm Extremidade superior,Marquise-EST,9fec40b5-5038-482b-84d2-0c156b07ab93,1SS - ESTRUTURA - BLOCO 1
2938,N/A,@Concreto,Solid,Marquise-EST,,
2939,N/A,19x134cm,8mm Extremidade superior,Marquise-EST,9fec40b5-5038-482b-84d2-0c156b0755c6,1SS - ESTRUTURA - BLOCO 1
2940,N/A,@Concreto,Solid,Marquise-EST,,
2941,N/A,19x134cm,8mm Extremidade superior,Marquise-EST,9fec40b5-5038-482b-84d2-0c156b0757f9,1SS - ESTRUTURA - BLOCO 1
2942,N/A,@Concreto,Solid,Marquise-EST,,
2943,N/A,19x134cm,8mm Extremidade superior,Marquise-EST,9fec40b5-5038-482b-84d2-0c156b07469c,1SS - ESTRUTURA - BLOCO 4
2944,N/A,@Concreto,Solid,Marquise-EST,,
2945,N/A,19x134cm,8mm Extremidade superior,Marquise-EST,ac819a6e-43b0-42cc-bf5a-a850af433455,1SS - ESTRUTURA - BLOCO 2
2946,N/A,@Concreto,Solid,Marquise-EST,,
2947,N/A,19x134cm,8mm Extremidade superior,Marquise-EST,ac819a6e-43b0-42cc-bf5a-a850af43354d,1SS - ESTRUTURA - BLOCO 2
2948,N/A,@Concreto,Solid,Marquise-EST,,
2949,N/A,19x134cm,8mm Extremidade superior,Marquise-EST,ac819a6e-43b0-42cc-bf5a-a850af43327f,1SS - ESTRUTURA - BLOCO 3
2950,N/A,@Concreto,Solid,Marquise-EST,,
2951,N/A,19x134cm,8mm Extremidade superior,Marquise-EST,ac819a6e-43b0-42cc-bf5a-a850af4333d3,1SS - ESTRUTURA - BLOCO 3
2952,N/A,@Concreto,Solid,Marquise-EST,,
2953,N/A,Fosso elevador-EST,Níveis: Nível: 8mm Extremidade superior,Fosso elevador-EST,,
2954,N/A,Paredes,Category,Fosso elevador-EST,,
2955,N/A,Parede básica,Family,Fosso elevador-EST,,
2956,N/A,CON-200,Type,Fosso elevador-EST,,
2957,N/A,CON-200,8mm Extremidade superior,Fosso elevador-EST,fbfe20d0-87c2-4a13-84ad-71ac77e93d98,1SS - ESTRUTURA - BLOCO 2
2958,N/A,@Concreto,Solid,Fosso elevador-EST,,
2959,N/A,CON-200,8mm Extremidade superior,Fosso elevador-EST,fbfe20d0-87c2-4a13-84ad-71ac77e93d9f,2SS - ESTRUTURA - BLOCO 2
2960,N/A,@Concreto,Solid,Fosso elevador-EST,,
2961,N/A,CON-200,8mm Extremidade superior,Fosso elevador-EST,fbfe20d0-87c2-4a13-84ad-71ac77e93d9e,1SS - ESTRUTURA - BLOCO 2
2962,N/A,@Concreto,Solid,Fosso elevador-EST,,
2963,N/A,Pisos,Category,Fosso elevador-EST,,
2964,N/A,Piso,Family,Fosso elevador-EST,,
2965,N/A,PI-300-LajeConcreto,Type,Fosso elevador-EST,,
2966,N/A,PI-300-LajeConcreto,8mm Extremidade superior,Fosso elevador-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0de56,1SS - ESTRUTURA - BLOCO 2
2967,N/A,@Concreto,Solid,Fosso elevador-EST,,
2968,N/A,2º Subsolo-EST,Níveis: Nível: 8mm Extremidade superior,2º Subsolo-EST,,
2969,N/A,Escadas,Category,2º Subsolo-EST,,
2970,N/A,Escada moldada no local,Family,2º Subsolo-EST,,
2971,N/A,Escada 13cm,Type,2º Subsolo-EST,,
2972,N/A,Escada 13cm,8mm Extremidade superior,2º Subsolo-EST,f3fb42d7-73fd-4ed3-9b2c-b620e39c2e62,1SS - ESTRUTURA - BLOCO 1
2973,N/A,13cm,Patamares: Patamar monolítico: 13cm,2º Subsolo-EST,,
2974,N/A,@Concreto,Patamares: Patamar monolítico: 13cm,2º Subsolo-EST,,
2975,N/A,@Concreto,Solid,2º Subsolo-EST,,
2976,N/A,13cm,Patamares: Patamar monolítico: 13cm,2º Subsolo-EST,,
2977,N/A,@Concreto,Patamares: Patamar monolítico: 13cm,2º Subsolo-EST,,
2978,N/A,@Concreto,Solid,2º Subsolo-EST,,
2979,N/A,13cm,Lances: Lance monolítico: 13cm,2º Subsolo-EST,,
2980,N/A,@Concreto,Lances: Lance monolítico: 13cm,2º Subsolo-EST,,
2981,N/A,@Concreto,Solid,2º Subsolo-EST,,
2982,N/A,13cm,Lances: Lance monolítico: 13cm,2º Subsolo-EST,,
2983,N/A,@Concreto,Lances: Lance monolítico: 13cm,2º Subsolo-EST,,
2984,N/A,@Concreto,Solid,2º Subsolo-EST,,
2985,N/A,13cm,Lances: Lance monolítico: 13cm,2º Subsolo-EST,,
2986,N/A,@Concreto,Lances: Lance monolítico: 13cm,2º Subsolo-EST,,
2987,N/A,@Concreto,Solid,2º Subsolo-EST,,
2988,N/A,Escada 13cm,8mm Extremidade superior,2º Subsolo-EST,f3fb42d7-73fd-4ed3-9b2c-b620e39c2902,2SS - ESTRUTURA - BLOCO 2
2989,N/A,13cm,Patamares: Patamar monolítico: 13cm,2º Subsolo-EST,,
2990,N/A,@Concreto,Patamares: Patamar monolítico: 13cm,2º Subsolo-EST,,
2991,N/A,@Concreto,Solid,2º Subsolo-EST,,
2992,N/A,13cm,Patamares: Patamar monolítico: 13cm,2º Subsolo-EST,,
2993,N/A,@Concreto,Patamares: Patamar monolítico: 13cm,2º Subsolo-EST,,
2994,N/A,@Concreto,Solid,2º Subsolo-EST,,
2995,N/A,13cm,Lances: Lance monolítico: 13cm,2º Subsolo-EST,,
2996,N/A,@Concreto,Lances: Lance monolítico: 13cm,2º Subsolo-EST,,
2997,N/A,@Concreto,Solid,2º Subsolo-EST,,
2998,N/A,13cm,Lances: Lance monolítico: 13cm,2º Subsolo-EST,,
2999,N/A,@Concreto,Lances: Lance monolítico: 13cm,2º Subsolo-EST,,
3000,N/A,@Concreto,Solid,2º Subsolo-EST,,
3001,N/A,13cm,Lances: Lance monolítico: 13cm,2º Subsolo-EST,,
3002,N/A,@Concreto,Lances: Lance monolítico: 13cm,2º Subsolo-EST,,
3003,N/A,@Concreto,Solid,2º Subsolo-EST,,
3004,N/A,Paredes,Category,2º Subsolo-EST,,
3005,N/A,Parede básica,Family,2º Subsolo-EST,,
3006,N/A,CON-200,Type,2º Subsolo-EST,,
3007,N/A,CON-200,8mm Extremidade superior,2º Subsolo-EST,fbfe20d0-87c2-4a13-84ad-71ac77e93edd,2SS - ESTRUTURA - BLOCO 3
3008,N/A,@Concreto,Solid,2º Subsolo-EST,,
3009,N/A,CON-300,Type,2º Subsolo-EST,,
3010,N/A,CON-300,8mm Extremidade superior,2º Subsolo-EST,fbfe20d0-87c2-4a13-84ad-71ac77e9211d,2SS - ESTRUTURA - BLOCO 4
3011,N/A,@Concreto,Solid,2º Subsolo-EST,,
3012,N/A,Pilares estruturais,Category,2º Subsolo-EST,,
3013,N/A,EST_Pilar_ConcretoRetangular,Family,2º Subsolo-EST,,
3014,N/A,25x50cm,Type,2º Subsolo-EST,,
3015,N/A,25x50cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc50,2SS - ESTRUTURA - BLOCO 1
3016,N/A,@Concreto,Solid,2º Subsolo-EST,,
3017,N/A,25x50cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc52,2SS - ESTRUTURA - BLOCO 1
3018,N/A,@Concreto,Solid,2º Subsolo-EST,,
3019,N/A,25x50cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc8c,2SS - ESTRUTURA - BLOCO 4
3020,N/A,@Concreto,Solid,2º Subsolo-EST,,
3021,N/A,25x50cm,8mm Extremidade superior,2º Subsolo-EST,75cf08cf-179e-4112-b33c-5ff8923c0f7b,2SS - ESTRUTURA - BLOCO 4
3022,N/A,@Concreto,Solid,2º Subsolo-EST,,
3023,N/A,25x50cm,8mm Extremidade superior,2º Subsolo-EST,75cf08cf-179e-4112-b33c-5ff8923c0fef,2SS - ESTRUTURA - BLOCO 4
3024,N/A,@Concreto,Solid,2º Subsolo-EST,,
3025,N/A,25x50cm,8mm Extremidade superior,2º Subsolo-EST,75cf08cf-179e-4112-b33c-5ff8923c0f87,2SS - ESTRUTURA - BLOCO 4
3026,N/A,@Concreto,Solid,2º Subsolo-EST,,
3027,N/A,25x50cm,8mm Extremidade superior,2º Subsolo-EST,75cf08cf-179e-4112-b33c-5ff8923c0fad,2SS - ESTRUTURA - BLOCO 4
3028,N/A,@Concreto,Solid,2º Subsolo-EST,,
3029,N/A,25x30cm,Type,2º Subsolo-EST,,
3030,N/A,25x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc46,2SS - ESTRUTURA - BLOCO 1
3031,N/A,@Concreto,Solid,2º Subsolo-EST,,
3032,N/A,25x30cm,8mm Extremidade superior,2º Subsolo-EST,f3fb42d7-73fd-4ed3-9b2c-b620e39c52a1,2SS - ESTRUTURA - BLOCO 1
3033,N/A,@Concreto,Solid,2º Subsolo-EST,,
3034,N/A,20x30cm,Type,2º Subsolo-EST,,
3035,N/A,20x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc40,2SS - ESTRUTURA - BLOCO 1
3036,N/A,@Concreto,Solid,2º Subsolo-EST,,
3037,N/A,20x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc42,2SS - ESTRUTURA - BLOCO 1
3038,N/A,@Concreto,Solid,2º Subsolo-EST,,
3039,N/A,30x30cm,Type,2º Subsolo-EST,,
3040,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc7c,2SS - ESTRUTURA - BLOCO 1
3041,N/A,@Concreto,Solid,2º Subsolo-EST,,
3042,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc7e,2SS - ESTRUTURA - BLOCO 1
3043,N/A,@Concreto,Solid,2º Subsolo-EST,,
3044,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc78,2SS - ESTRUTURA - BLOCO 1
3045,N/A,@Concreto,Solid,2º Subsolo-EST,,
3046,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc7a,2SS - ESTRUTURA - BLOCO 1
3047,N/A,@Concreto,Solid,2º Subsolo-EST,,
3048,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc74,2SS - ESTRUTURA - BLOCO 2
3049,N/A,@Concreto,Solid,2º Subsolo-EST,,
3050,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc76,2SS - ESTRUTURA - BLOCO 2
3051,N/A,@Concreto,Solid,2º Subsolo-EST,,
3052,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc70,2SS - ESTRUTURA - BLOCO 2
3053,N/A,@Concreto,Solid,2º Subsolo-EST,,
3054,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc72,2SS - ESTRUTURA - BLOCO 3
3055,N/A,@Concreto,Solid,2º Subsolo-EST,,
3056,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc6c,2SS - ESTRUTURA - BLOCO 3
3057,N/A,@Concreto,Solid,2º Subsolo-EST,,
3058,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc6e,2SS - ESTRUTURA - BLOCO 3
3059,N/A,@Concreto,Solid,2º Subsolo-EST,,
3060,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc68,2SS - ESTRUTURA - BLOCO 4
3061,N/A,@Concreto,Solid,2º Subsolo-EST,,
3062,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc6a,2SS - ESTRUTURA - BLOCO 4
3063,N/A,@Concreto,Solid,2º Subsolo-EST,,
3064,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc64,2SS - ESTRUTURA - BLOCO 4
3065,N/A,@Concreto,Solid,2º Subsolo-EST,,
3066,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,75cf08cf-179e-4112-b33c-5ff8923c3eb0,2SS - ESTRUTURA - BLOCO 4
3067,N/A,@Concreto,Solid,2º Subsolo-EST,,
3068,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,75cf08cf-179e-4112-b33c-5ff8923c3924,2SS - ESTRUTURA - BLOCO 4
3069,N/A,@Concreto,Solid,2º Subsolo-EST,,
3070,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,75cf08cf-179e-4112-b33c-5ff8923c39d7,2SS - ESTRUTURA - BLOCO 4
3071,N/A,@Concreto,Solid,2º Subsolo-EST,,
3072,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,75cf08cf-179e-4112-b33c-5ff8923c39ff,2SS - ESTRUTURA - BLOCO 4
3073,N/A,@Concreto,Solid,2º Subsolo-EST,,
3074,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,75cf08cf-179e-4112-b33c-5ff8923c386f,2SS - ESTRUTURA - BLOCO 4
3075,N/A,@Concreto,Solid,2º Subsolo-EST,,
3076,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,75cf08cf-179e-4112-b33c-5ff8923c3875,2SS - ESTRUTURA - BLOCO 4
3077,N/A,@Concreto,Solid,2º Subsolo-EST,,
3078,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,0afd28a1-66ef-492e-9564-3647a6064ab9,2SS - ESTRUTURA - BLOCO 1
3079,N/A,@Concreto,Solid,2º Subsolo-EST,,
3080,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,0afd28a1-66ef-492e-9564-3647a6064a80,2SS - ESTRUTURA - BLOCO 1
3081,N/A,@Concreto,Solid,2º Subsolo-EST,,
3082,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,0afd28a1-66ef-492e-9564-3647a6064afb,2SS - ESTRUTURA - BLOCO 1
3083,N/A,@Concreto,Solid,2º Subsolo-EST,,
3084,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,0afd28a1-66ef-492e-9564-3647a6064ae8,2SS - ESTRUTURA - BLOCO 1
3085,N/A,@Concreto,Solid,2º Subsolo-EST,,
3086,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,0afd28a1-66ef-492e-9564-3647a6064add,2SS - ESTRUTURA - BLOCO 1
3087,N/A,@Concreto,Solid,2º Subsolo-EST,,
3088,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,0afd28a1-66ef-492e-9564-3647a6064d32,2SS - ESTRUTURA - BLOCO 1
3089,N/A,@Concreto,Solid,2º Subsolo-EST,,
3090,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,0afd28a1-66ef-492e-9564-3647a6064d21,2SS - ESTRUTURA - BLOCO 1
3091,N/A,@Concreto,Solid,2º Subsolo-EST,,
3092,N/A,30x30cm,8mm Extremidade superior,2º Subsolo-EST,31d5ab2d-59fd-4cf4-a71b-0dd51fe4b052,2SS - ESTRUTURA - BLOCO 4
3093,N/A,@Concreto,Solid,2º Subsolo-EST,,
3094,N/A,25x60cm,Type,2º Subsolo-EST,,
3095,N/A,25x60cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc66,2SS - ESTRUTURA - BLOCO 1
3096,N/A,@Concreto,Solid,2º Subsolo-EST,,
3097,N/A,25x60cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc60,2SS - ESTRUTURA - BLOCO 1
3098,N/A,@Concreto,Solid,2º Subsolo-EST,,
3099,N/A,25x60cm,8mm Extremidade superior,2º Subsolo-EST,75cf08cf-179e-4112-b33c-5ff8923c0d33,2SS - ESTRUTURA - BLOCO 1
3100,N/A,@Concreto,Solid,2º Subsolo-EST,,
3101,N/A,25x60cm,8mm Extremidade superior,2º Subsolo-EST,75cf08cf-179e-4112-b33c-5ff8923c0f16,2SS - ESTRUTURA - BLOCO 4
3102,N/A,@Concreto,Solid,2º Subsolo-EST,,
3103,N/A,25x70cm,Type,2º Subsolo-EST,,
3104,N/A,25x70cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc62,2SS - ESTRUTURA - BLOCO 2
3105,N/A,@Concreto,Solid,2º Subsolo-EST,,
3106,N/A,25x80cm,Type,2º Subsolo-EST,,
3107,N/A,25x80cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc98,2SS - ESTRUTURA - BLOCO 3
3108,N/A,@Concreto,Solid,2º Subsolo-EST,,
3109,N/A,25x80cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dc9a,2SS - ESTRUTURA - BLOCO 4
3110,N/A,@Concreto,Solid,2º Subsolo-EST,,
3111,N/A,25x80cm,8mm Extremidade superior,2º Subsolo-EST,75cf08cf-179e-4112-b33c-5ff8923c0fc8,2SS - ESTRUTURA - BLOCO 4
3112,N/A,@Concreto,Solid,2º Subsolo-EST,,
3113,N/A,20x220cm,Type,2º Subsolo-EST,,
3114,N/A,20x220cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dcb8,2SS - ESTRUTURA - BLOCO 2
3115,N/A,@Concreto,Solid,2º Subsolo-EST,,
3116,N/A,16x220cm,Type,2º Subsolo-EST,,
3117,N/A,16x220cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dcba,2SS - ESTRUTURA - BLOCO 3
3118,N/A,@Concreto,Solid,2º Subsolo-EST,,
3119,N/A,"22,5x220cm",Type,2º Subsolo-EST,,
3120,N/A,"22,5x220cm",8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dcb4,2SS - ESTRUTURA - BLOCO 3
3121,N/A,@Concreto,Solid,2º Subsolo-EST,,
3122,N/A,20x414cm,Type,2º Subsolo-EST,,
3123,N/A,20x414cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dcb6,2SS - ESTRUTURA - BLOCO 2
3124,N/A,@Concreto,Solid,2º Subsolo-EST,,
3125,N/A,25x240cm,Type,2º Subsolo-EST,,
3126,N/A,25x240cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dcae,2SS - ESTRUTURA - BLOCO 3
3127,N/A,@Concreto,Solid,2º Subsolo-EST,,
3128,N/A,25x240cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dca8,2SS - ESTRUTURA - BLOCO 4
3129,N/A,@Concreto,Solid,2º Subsolo-EST,,
3130,N/A,25x240cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dca4,2SS - ESTRUTURA - BLOCO 2
3131,N/A,@Concreto,Solid,2º Subsolo-EST,,
3132,N/A,25x240cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dca6,2SS - ESTRUTURA - BLOCO 2
3133,N/A,@Concreto,Solid,2º Subsolo-EST,,
3134,N/A,25x240cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dca0,2SS - ESTRUTURA - BLOCO 2
3135,N/A,@Concreto,Solid,2º Subsolo-EST,,
3136,N/A,25x240cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dcd2,2SS - ESTRUTURA - BLOCO 3
3137,N/A,@Concreto,Solid,2º Subsolo-EST,,
3138,N/A,25x265cm,Type,2º Subsolo-EST,,
3139,N/A,25x265cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dcaa,2SS - ESTRUTURA - BLOCO 2
3140,N/A,@Concreto,Solid,2º Subsolo-EST,,
3141,N/A,25x265cm,8mm Extremidade superior,2º Subsolo-EST,75cf08cf-179e-4112-b33c-5ff8923c0f5b,2SS - ESTRUTURA - BLOCO 3
3142,N/A,@Concreto,Solid,2º Subsolo-EST,,
3143,N/A,25x140cm,Type,2º Subsolo-EST,,
3144,N/A,25x140cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dca2,2SS - ESTRUTURA - BLOCO 2
3145,N/A,@Concreto,Solid,2º Subsolo-EST,,
3146,N/A,25x140cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dcdc,2SS - ESTRUTURA - BLOCO 2
3147,N/A,@Concreto,Solid,2º Subsolo-EST,,
3148,N/A,25x140cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dcde,2SS - ESTRUTURA - BLOCO 2
3149,N/A,@Concreto,Solid,2º Subsolo-EST,,
3150,N/A,25x140cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dcd8,2SS - ESTRUTURA - BLOCO 2
3151,N/A,@Concreto,Solid,2º Subsolo-EST,,
3152,N/A,25x140cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dcda,2SS - ESTRUTURA - BLOCO 3
3153,N/A,@Concreto,Solid,2º Subsolo-EST,,
3154,N/A,25x140cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dcd4,2SS - ESTRUTURA - BLOCO 3
3155,N/A,@Concreto,Solid,2º Subsolo-EST,,
3156,N/A,25x140cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dcd6,2SS - ESTRUTURA - BLOCO 3
3157,N/A,@Concreto,Solid,2º Subsolo-EST,,
3158,N/A,25x140cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dcd0,2SS - ESTRUTURA - BLOCO 4
3159,N/A,@Concreto,Solid,2º Subsolo-EST,,
3160,N/A,30x60cm,Type,2º Subsolo-EST,,
3161,N/A,30x60cm,8mm Extremidade superior,2º Subsolo-EST,9afb1c2c-bbeb-4d89-a344-ec35a1d0dcc8,2SS - ESTRUTURA - BLOCO 4
3162,N/A,@Concreto,Solid,2º Subsolo-EST,,
3163,N/A,22x50cm,Type,2º Subsolo-EST,,
